Industry,Startup_Age,Funding_Amount,Number_of_Founders,Founder_Experience,Employees_Count,Revenue,Burn_Rate,Market_Size,Business_Model,Product_Uniqueness_Score,Customer_Retention_Rate,Marketing_Expense,failed
7,6.0,46501802.0,4.0,9.0,796.0,53559532.551062055,25821583.356285583,1,1,6.0,31.464124800596203,1420592.2502750857,1.0
7,3.0,33122771.0,1.0,6.0,532.0,38006362.34176914,500000.0,0,0,6.0,83.09607920878717,22080970.434103932,0.0
6,6.0,48948303.0,2.0,12.0,497.0,17037564.195908472,51857218.81955767,1,1,3.0,73.91761657226304,37727164.083991304,1.0
6,11.0,1260260.0,1.0,26.0,163.0,86818203.17873362,127166716.72470152,0,2,9.0,69.42602107204696,500000.0,1.0
4,4.0,10980178.0,2.0,3.0,102.0,72632488.34539592,19030561.32944219,1,0,7.0,53.28623715198485,5550121.5977695985,0.0
7,8.0,25416877.0,4.0,15.0,374.0,50656920.84801997,500000.0,0,1,7.0,50.14937963871223,500000.0,1.0
1,6.0,16346442.0,1.0,7.0,723.0,30813721.855435114,500000.0,2,0,4.0,66.48871310284059,27711323.177255277,1.0
6,2.0,27443703.0,3.0,4.0,794.0,45574365.969566606,500000.0,2,0,2.0,82.54977818719397,25569978.25530556,0.0
3,9.0,4561669.0,3.0,6.0,209.0,38550543.4232056,28956478.66068323,0,0,5.0,38.26370703284359,28468643.54549115,0.0
3,6.0,30250312.0,4.0,5.0,353.0,44529918.11894144,87500584.47309369,1,0,5.0,37.616638953091424,16880264.17016554,0.0
3,2.0,16571652.0,4.0,4.0,186.0,13388768.077003868,500000.0,1,1,2.0,57.9959818019944,500000.0,0.0
7,8.0,24237439.0,1.0,3.0,208.0,3391829.6118599246,26688218.817119546,0,0,7.0,47.70950308883348,27175494.711267516,0.0
1,7.0,30260193.0,1.0,29.0,550.0,48858131.46786831,7886574.08749066,1,0,8.0,65.18332137966433,500000.0,1.0
4,9.0,31312065.0,3.0,2.0,571.0,9208553.267669026,43797540.24095405,0,0,4.0,36.68418850207926,15141421.669783749,0.0
7,14.0,27435456.0,3.0,29.0,283.0,15690024.26208302,500000.0,0,1,2.0,76.5536001998296,500000.0,1.0
6,14.0,18102400.0,3.0,14.0,45.0,90042833.91261382,52175208.48946354,1,0,3.0,61.69388840612663,33598855.09911862,1.0
2,8.0,6246684.0,3.0,24.0,77.0,53438987.82759701,6704064.719481558,2,0,9.0,53.6130701596587,74139515.69901733,1.0
5,7.0,6777544.0,4.0,12.0,936.0,60766282.94040221,500000.0,0,2,6.0,59.97174038206398,18886966.18939089,1.0
0,6.0,36042945.0,4.0,19.0,152.0,32834279.030527297,37127821.94194046,1,2,3.0,32.35310235858555,38897147.98835331,1.0
4,9.0,39107068.0,4.0,10.0,616.0,51687273.79123205,91809474.95649058,1,0,7.0,40.35239288919667,23474328.770537823,0.0
2,2.0,4691204.0,2.0,22.0,886.0,61193646.998421766,500000.0,2,1,4.0,68.78354507231407,2833985.0363968834,1.0
6,5.0,18729610.0,3.0,10.0,602.0,46440548.20263702,63475543.866620526,0,0,2.0,30.93384193005536,500000.0,0.0
6,7.0,33102967.0,4.0,2.0,208.0,76752829.1617279,500000.0,1,1,2.0,79.77835674506008,500000.0,0.0
4,2.0,15854762.0,1.0,10.0,629.0,71067237.66197528,500000.0,0,0,1.0,41.82062837034604,5337587.031641286,0.0
4,9.0,34629236.0,3.0,8.0,361.0,32235114.789225742,29017126.466362745,0,0,6.0,39.07409337158692,74279738.13554327,0.0
5,8.0,17707607.0,1.0,22.0,84.0,27515777.50435337,1654742.5672065052,0,0,1.0,30.0,10715382.384438539,1.0
6,6.0,19753431.0,3.0,28.0,762.0,27236056.52728212,62261582.00078862,0,2,2.0,30.0,500000.0,1.0
7,0.0,48543597.0,4.0,15.0,294.0,45859594.50801004,500000.0,2,1,6.0,53.71627921157858,20667944.104448654,1.0
7,12.0,48306242.0,2.0,21.0,138.0,19994657.306473445,47842961.70055636,1,1,4.0,56.40676174992269,8619215.41505605,1.0
7,8.0,46060433.0,3.0,24.0,182.0,24802275.631089747,500000.0,2,1,3.0,52.92485624374315,757557.0211326926,1.0
6,4.0,7588209.0,2.0,2.0,707.0,39962389.388909176,76402826.91186786,2,0,3.0,77.9441307361019,500000.0,0.0
4,1.0,22976255.0,3.0,7.0,690.0,41419501.09926988,500000.0,0,1,7.0,26.778633729745582,500000.0,0.0
6,13.0,23607637.0,1.0,19.0,161.0,110321414.60127304,122535689.62377477,0,2,7.0,33.08202418299335,12633059.1514952,1.0
6,5.0,12109231.0,1.0,29.0,577.0,60402274.71474165,29918801.914311394,0,1,8.0,100.0,500000.0,1.0
7,8.0,39916310.0,1.0,8.0,10.0,11416033.505704649,129438848.71637154,0,1,1.0,79.07458191731354,500000.0,0.0
5,8.0,41217030.0,2.0,1.0,418.0,44024982.02431345,43433115.823711105,1,0,7.0,92.85079741271916,500000.0,1.0
7,3.0,19606426.0,3.0,11.0,665.0,86294534.53097016,46116226.712907866,2,1,1.0,71.63112094870371,9989544.899569465,0.0
4,3.0,37855306.0,3.0,2.0,404.0,29363455.13480528,500000.0,0,1,4.0,63.20648895495946,27513903.584374815,0.0
2,8.0,9117266.0,2.0,19.0,724.0,78212157.347846,500000.0,1,1,8.0,87.34366974336997,500000.0,1.0
7,3.0,39799331.0,4.0,6.0,666.0,61840689.48322603,70985808.58645117,1,1,2.0,39.184935070729054,12498245.018538112,0.0
3,8.0,16925767.0,4.0,10.0,112.0,68219911.38066359,57087445.53301365,0,1,7.0,61.84717993629148,69472202.35311492,0.0
3,3.0,9441243.0,1.0,1.0,66.0,26431449.20397169,21706771.582519244,0,1,1.0,49.90632948667018,23773386.878265988,0.0
6,8.0,44019051.0,1.0,3.0,407.0,50021943.34451605,42871726.09553849,2,0,8.0,98.69815312668888,500000.0,1.0
2,10.0,1202899.0,4.0,20.0,715.0,64702948.22617145,500000.0,0,0,3.0,30.0,500000.0,1.0
2,0.0,29363255.0,1.0,7.0,146.0,16213592.494069552,9572030.32381178,1,0,3.0,30.545080552929058,500000.0,1.0
3,3.0,3929795.0,3.0,7.0,332.0,22625672.85691832,72328860.70680651,2,1,4.0,78.18129836665567,4183321.2776303575,0.0
1,6.0,39598280.0,1.0,22.0,515.0,10370569.57803022,39665149.62262727,1,0,6.0,30.0,27479411.236641195,1.0
6,8.0,25908847.0,2.0,5.0,415.0,26378210.99338198,31188785.501244526,0,0,7.0,37.20994174440469,19822759.542391066,0.0
3,8.0,7416153.0,1.0,6.0,376.0,62985919.54412523,17397116.907671023,2,0,1.0,80.18573005478041,15716131.578294773,0.0
7,8.0,39600960.0,1.0,2.0,253.0,53512237.45273729,500000.0,0,1,6.0,46.48439705953196,500000.0,0.0
3,2.0,38250043.0,1.0,2.0,310.0,39405231.68029289,34072056.14598647,0,1,5.0,66.30618344217072,500000.0,0.0
3,5.0,34460390.0,2.0,7.0,701.0,43595421.31940581,500000.0,2,0,6.0,65.80314797136883,30489244.996004842,0.0
2,9.0,16118689.0,4.0,11.0,921.0,15229086.439319994,500000.0,1,2,7.0,30.0,49649498.76779209,1.0
3,7.0,21927338.0,4.0,10.0,111.0,16723372.72881253,67368352.35686569,1,1,5.0,56.32276567478731,23271635.72382641,0.0
6,13.0,49009515.0,1.0,5.0,926.0,41622124.39613835,32719780.210143752,0,1,3.0,55.31622049443766,20503874.540383965,1.0
2,0.0,2999574.0,1.0,5.0,387.0,77512744.77990825,500000.0,0,1,6.0,37.22184956351324,29460159.0403527,1.0
3,3.0,19757331.0,4.0,1.0,477.0,7407907.636348079,15920489.432552239,1,1,2.0,56.32128413635613,25863301.627432987,0.0
3,9.0,13073874.0,3.0,7.0,679.0,31682954.84126493,500000.0,0,0,5.0,83.27231300015936,66800292.788643464,0.0
3,7.0,37752292.0,2.0,1.0,150.0,54996649.38211912,27205416.42328147,1,1,1.0,40.6475961195033,18339100.161611337,0.0
7,2.0,19784924.0,1.0,1.0,268.0,20972826.9460586,14280880.43223605,1,0,5.0,66.19155242569114,27507630.4513893,0.0
5,1.0,17145175.0,3.0,10.0,482.0,22912566.36657584,10705432.901666641,0,2,9.0,100.0,500000.0,1.0
5,5.0,30004239.0,3.0,0.0,715.0,88687112.40607187,500000.0,0,1,5.0,31.219537703007298,22252166.388726216,1.0
7,7.0,29378249.0,4.0,8.0,348.0,23185390.885575287,500000.0,0,0,6.0,45.130938972349526,500000.0,0.0
7,7.0,15558408.0,3.0,7.0,77.0,10837206.749414824,14549423.429038314,1,1,2.0,49.109288058531874,36552789.35224413,0.0
6,1.0,22047574.0,3.0,2.0,262.0,51215936.78077497,18223107.440009326,0,1,7.0,47.557438586928406,23477214.741546463,0.0
7,7.0,37990152.0,4.0,22.0,885.0,66388154.293190055,500000.0,1,2,6.0,72.73343383495934,7938634.536215801,1.0
2,3.0,43852559.0,4.0,3.0,541.0,47383854.507425286,500000.0,2,0,5.0,76.08291833079254,12927453.208422087,1.0
4,9.0,17018797.0,1.0,6.0,266.0,2649191.544179628,29706461.545769423,1,0,6.0,45.03426248005745,22727641.329267163,0.0
2,6.0,35557308.0,1.0,0.0,742.0,8414365.742971294,18741627.743678316,0,2,3.0,30.0,500000.0,1.0
5,7.0,33197888.0,4.0,10.0,868.0,8543085.379701879,500000.0,2,2,8.0,64.82622567870204,8984092.409017289,1.0
6,8.0,39097141.0,4.0,7.0,573.0,55090748.44743604,31566022.62433958,2,1,4.0,69.22296750136553,2255166.8401910854,0.0
6,1.0,38692168.0,3.0,9.0,241.0,52667919.49452647,500000.0,2,1,1.0,45.87850100124794,30235074.69185369,0.0
6,13.0,47714960.0,2.0,4.0,719.0,9303307.469962968,20364579.866226017,2,2,1.0,68.86709691100071,500000.0,1.0
0,0.0,7588160.0,3.0,22.0,125.0,85827184.38700138,159891299.23540324,2,2,8.0,63.725595297332845,18042211.42782096,1.0
5,8.0,13344216.0,2.0,29.0,656.0,65803814.72560566,500000.0,0,1,5.0,30.0,500000.0,1.0
3,3.0,4452097.0,2.0,8.0,471.0,42741151.739991456,500000.0,2,1,6.0,38.64912111821421,500000.0,0.0
2,3.0,25489829.0,1.0,1.0,1.0,17150278.169772014,500000.0,0,0,7.0,75.86443444296324,26118952.520350866,1.0
7,8.0,23539942.0,3.0,4.0,442.0,28944592.70211385,500000.0,1,1,7.0,37.41166128161639,6221609.913812819,0.0
7,5.0,28169950.0,4.0,8.0,200.0,8978759.988822907,500000.0,0,1,1.0,86.4181322895879,500000.0,0.0
6,3.0,20077036.0,2.0,6.0,581.0,47209041.72679279,18735932.152433407,1,1,4.0,45.16761469168494,9225345.883092294,0.0
7,9.0,17727830.0,1.0,2.0,562.0,39092750.157582894,45335689.460111775,1,1,3.0,54.736653553397794,23827303.032402888,0.0
4,9.0,26286997.0,3.0,3.0,742.0,5740089.6256612325,11426821.79728034,2,0,7.0,49.848948834034246,24500508.14333369,0.0
3,7.0,20011185.0,1.0,10.0,269.0,84456946.69368288,9620632.31313883,2,1,7.0,92.60092221867598,3068456.8774108565,0.0
2,2.0,2266740.0,4.0,20.0,956.0,11253159.113828694,125071446.9761619,1,1,1.0,32.777084639363444,500000.0,1.0
2,0.0,19503839.0,4.0,27.0,836.0,9588031.794984885,21629803.29433027,1,1,1.0,70.34042799776539,7559913.69296064,1.0
4,1.0,30510763.0,4.0,5.0,661.0,42403614.07931876,1838870.813328785,0,0,3.0,83.75151336033451,51150204.601143636,0.0
3,3.0,9875206.0,2.0,1.0,279.0,47095985.31696069,36122387.1729576,2,1,1.0,29.30056247407591,42885512.9066436,0.0
5,4.0,39745340.0,3.0,4.0,466.0,83091483.92627619,71148553.60627846,2,0,2.0,49.78610044717439,1304725.7032873393,1.0
7,8.0,30495329.0,4.0,6.0,384.0,21439630.57873296,500000.0,2,2,7.0,30.0,500000.0,1.0
3,5.0,4087714.0,4.0,5.0,730.0,41047214.50684782,67062244.487923115,1,1,6.0,48.09403403912496,500000.0,0.0
6,5.0,6204497.0,3.0,9.0,406.0,90155688.29379132,55120562.83128637,2,0,1.0,73.12885749852819,8739551.012491126,0.0
3,5.0,20220121.0,3.0,7.0,492.0,60625235.19957088,500000.0,2,1,2.0,28.295807590543227,10548346.473384585,0.0
7,2.0,47800029.0,1.0,19.0,673.0,77750332.07036647,146069684.2356426,2,1,5.0,30.37463765730336,500000.0,1.0
3,5.0,35394700.0,1.0,1.0,660.0,3434722.728910146,34613874.70385822,1,1,4.0,58.46432710542902,58818915.12588459,0.0
2,0.0,37415383.0,4.0,17.0,837.0,93686945.2486026,500000.0,0,1,3.0,66.82671220952636,66614368.05259594,1.0
6,14.0,16245498.0,3.0,18.0,101.0,56316967.82543951,500000.0,0,1,2.0,61.59528147855029,500000.0,1.0
3,2.0,17584182.0,4.0,5.0,693.0,43240612.745403096,30036486.433075625,1,1,7.0,35.69005202774562,18217714.372345366,0.0
2,11.0,49439271.0,4.0,29.0,402.0,50073294.69946288,90444271.27881071,2,2,4.0,38.65813990267176,500000.0,1.0
5,0.0,5646127.0,3.0,17.0,344.0,6724702.215017517,35834741.44926472,0,2,2.0,33.010939078887894,13258805.151083529,1.0
6,8.0,34826041.0,2.0,5.0,731.0,36681632.13551115,500000.0,2,1,3.0,64.21039411076264,14135270.333228482,0.0
3,6.0,31215866.0,3.0,1.0,379.0,73840584.91472922,26203038.567043558,2,1,5.0,50.40499687231743,23358449.431448128,0.0
2,5.0,34228569.0,2.0,9.0,398.0,33572180.80351212,18508277.09151967,1,1,5.0,93.49841335027588,20735390.079564355,1.0
6,1.0,37840257.0,2.0,22.0,108.0,5707315.227120851,7400465.45445418,0,1,2.0,78.24578047399451,6430242.01914535,1.0
7,1.0,41883199.0,2.0,27.0,251.0,6336099.803508996,26225752.017199926,0,2,2.0,35.199755979079654,21618004.258785076,1.0
4,1.0,15188311.0,1.0,5.0,24.0,2121569.429370257,9706481.484133843,0,0,2.0,83.06356532846367,8918880.12365823,0.0
7,4.0,18187491.0,4.0,8.0,544.0,16378779.907130277,2335322.892753812,1,0,3.0,48.343377317141886,25278720.792318873,0.0
2,8.0,30251016.0,1.0,8.0,191.0,6256192.767090329,39652343.19004018,0,1,1.0,30.0,7692110.68052138,1.0
3,2.0,22955282.0,4.0,11.0,74.0,12184688.068137014,8077929.484710002,0,0,1.0,88.19534322623053,20509524.23016376,0.0
7,6.0,7267610.0,4.0,12.0,920.0,92106627.4706496,500000.0,0,1,1.0,30.0,780175.3655699601,1.0
4,1.0,15857318.0,3.0,5.0,626.0,21230969.91371144,19901196.874093164,0,0,6.0,32.93873335657062,5833658.63452865,0.0
4,8.0,17290309.0,3.0,11.0,159.0,47104554.497187,500000.0,1,1,4.0,37.24885771144324,65887246.290585175,0.0
6,1.0,33411643.0,3.0,9.0,41.0,5995275.814274623,9186097.945022656,1,0,6.0,30.0,13440418.89338185,1.0
3,6.0,2480175.0,4.0,5.0,563.0,30455444.370131936,36097893.65701957,2,1,2.0,48.90623941336713,18272093.50828347,0.0
4,5.0,38425981.0,1.0,7.0,459.0,13697790.82934927,4707049.41021399,2,1,4.0,72.98722037019212,36245506.43784,0.0
3,4.0,33848720.0,3.0,1.0,407.0,47806488.81103954,27791378.366055038,0,1,5.0,43.28816375212829,11302756.878060248,0.0
0,7.0,28150838.0,1.0,9.0,537.0,57546886.28817324,36264797.92279628,0,0,3.0,56.41984686639212,27676474.58189239,1.0
5,1.0,40715912.0,4.0,27.0,100.0,88556365.26280847,17019585.942296956,2,0,3.0,77.99975526103844,8082804.412042463,1.0
0,3.0,5235231.0,2.0,27.0,409.0,9056645.55014467,625679.5895257697,0,1,9.0,62.94757175039893,13653948.904011553,1.0
2,4.0,2241786.0,3.0,4.0,433.0,33474075.76984268,500000.0,1,1,7.0,73.8313985664825,24550215.24570797,1.0
4,4.0,5886202.0,1.0,7.0,701.0,28726043.93116908,34096183.24912962,0,0,5.0,75.25723035570937,31834992.300231025,0.0
3,12.0,41900482.0,3.0,18.0,927.0,65266653.70355135,39718165.74745256,2,1,3.0,57.39990770655038,9747297.76441888,1.0
7,2.0,6709065.0,3.0,6.0,548.0,26480286.29315375,88977473.9890765,2,0,2.0,87.11636874996574,9356880.700759485,0.0
6,8.0,8278492.0,2.0,8.0,440.0,18562848.546623603,56952794.82265791,2,0,1.0,58.181422711921016,33699181.94801236,0.0
0,8.0,9545476.0,3.0,25.0,582.0,74227381.46779272,34403171.49062711,2,0,9.0,70.08442214766667,500000.0,1.0
7,5.0,49441279.0,1.0,18.0,740.0,35559595.16732238,9886502.928565964,0,2,8.0,63.08907903985991,500000.0,1.0
3,12.0,22055827.0,3.0,28.0,761.0,55367065.53844965,5742540.477125122,2,0,9.0,81.34828612759694,500000.0,1.0
3,8.0,45181300.0,2.0,6.0,905.0,56569235.59975688,500000.0,0,2,6.0,97.03355822056422,39113112.78605582,1.0
5,5.0,44615398.0,4.0,20.0,738.0,66985541.55784498,119283267.67492417,0,1,7.0,63.49589927550408,500000.0,1.0
3,2.0,18242178.0,3.0,18.0,173.0,84610882.0679396,500000.0,0,0,4.0,48.09994516510164,500000.0,1.0
7,7.0,6237264.0,4.0,6.0,175.0,60040728.71762112,31175892.01210811,2,0,6.0,80.43024158217887,7920023.791207333,0.0
4,9.0,37716898.0,4.0,3.0,765.0,61755066.27065355,500000.0,0,1,7.0,79.89290546994086,67972096.70393269,0.0
4,4.0,33679646.0,2.0,2.0,722.0,78326762.23018208,49583271.355859056,2,1,5.0,84.43032233701582,3538016.307123251,0.0
6,3.0,26400119.0,1.0,10.0,783.0,3698027.20263464,4379060.778301616,1,1,3.0,58.96988679068953,9480396.951462537,0.0
6,4.0,39365534.0,2.0,6.0,601.0,44786792.76839303,95133337.3978737,2,0,3.0,73.97304640185442,500000.0,0.0
6,7.0,21542660.0,4.0,5.0,606.0,71368977.84559564,87515215.83181298,1,0,5.0,72.75091685001057,13419673.091426732,0.0
6,2.0,7969369.0,2.0,2.0,575.0,38958501.14453557,64180267.45541844,1,1,2.0,61.22928270693373,8843496.586943384,0.0
7,6.0,30105391.0,4.0,4.0,943.0,41182134.36299575,500000.0,1,1,4.0,30.0,23659710.4328329,1.0
0,6.0,9887569.0,2.0,6.0,381.0,60781606.95694399,24274721.16005482,1,2,3.0,86.77010093722632,13740170.58724205,1.0
7,7.0,15959998.0,2.0,10.0,131.0,38424395.4279044,41322130.822808415,1,0,1.0,48.66873714942483,36949657.089689404,0.0
7,8.0,25049484.0,2.0,7.0,747.0,41098531.710335344,21083171.07665421,1,0,3.0,79.75359441948724,9627068.470148928,0.0
3,8.0,25873195.0,1.0,10.0,726.0,8167074.1458790945,1776494.1455665082,0,0,6.0,68.38006287009452,2912929.8325883467,0.0
4,3.0,21060503.0,1.0,1.0,414.0,53542949.00758908,500000.0,2,0,3.0,81.04652177853782,12853600.431608247,0.0
2,6.0,14701910.0,1.0,14.0,389.0,38779994.26820615,31867089.369046662,2,0,2.0,60.75688992402179,14894579.97562029,1.0
0,5.0,33382463.0,2.0,27.0,363.0,105526877.35607016,13612225.985712081,1,2,1.0,42.06767672627623,500000.0,1.0
0,2.0,26734727.0,1.0,25.0,421.0,17962841.830275394,500000.0,2,1,5.0,30.0,8903853.434632955,1.0
2,3.0,15631034.0,4.0,22.0,608.0,443314.3364516001,500000.0,2,2,3.0,30.0,63364309.84305921,1.0
3,7.0,25636714.0,2.0,6.0,507.0,85289298.58801949,87547300.07654214,2,0,5.0,30.77012296879825,4639906.441510502,0.0
3,14.0,26166017.0,4.0,17.0,228.0,74379396.04418203,52928594.65823711,1,1,3.0,30.0,33794280.85295236,1.0
0,6.0,8305040.0,2.0,26.0,731.0,10797306.22615336,30509848.92819896,1,2,5.0,82.88925871937205,14782445.25162343,1.0
4,3.0,4782700.0,2.0,5.0,231.0,47950688.99680241,500000.0,2,1,2.0,68.87307809358175,59787707.791970834,0.0
3,10.0,28282598.0,3.0,14.0,101.0,77786197.37070358,61912611.365749806,0,2,7.0,30.0,21063010.20227025,1.0
6,3.0,38122282.0,4.0,3.0,164.0,45339956.20944869,90852481.09571686,1,0,3.0,51.04642309115033,24711959.825028386,0.0
0,12.0,30018262.0,2.0,16.0,462.0,83884387.36210236,500000.0,1,2,8.0,57.85748488549489,500000.0,1.0
7,3.0,36700513.0,3.0,7.0,405.0,58237670.52070983,64777772.27463735,2,0,1.0,80.66083217538655,30786402.123233236,0.0
6,11.0,22240080.0,2.0,9.0,157.0,101342290.5892926,48153285.37758385,0,2,5.0,46.76379587561364,20729145.01120605,1.0
3,6.0,39698197.0,1.0,28.0,439.0,12522615.828287609,109426218.18316716,0,0,4.0,61.66353239362219,500000.0,1.0
6,1.0,18684488.0,4.0,7.0,228.0,41416053.76855793,135324632.62312335,1,0,2.0,35.61435022871969,500000.0,0.0
3,12.0,49467768.0,3.0,29.0,877.0,55611629.892094254,500000.0,0,1,1.0,30.0,500000.0,1.0
7,3.0,5921951.0,3.0,6.0,594.0,47242226.41119791,523728.22076264495,0,2,2.0,100.0,4670103.5972883785,1.0
7,7.0,4149407.0,4.0,11.0,40.0,7592784.166963831,66289712.59232253,1,1,7.0,58.36249393748931,37706188.51351324,0.0
5,12.0,10163585.0,2.0,11.0,410.0,43031487.12962852,500000.0,0,1,1.0,50.112904518284864,2357775.2864204124,1.0
7,4.0,27357257.0,3.0,6.0,481.0,25406157.13745004,18263605.07861671,2,0,6.0,79.04940236304746,29626296.388550203,0.0
6,14.0,4648975.0,1.0,19.0,929.0,38498882.83898762,500000.0,1,0,3.0,30.0,74774345.28923067,1.0
5,11.0,839844.0,1.0,6.0,282.0,86396390.51485716,50965590.259830266,1,2,8.0,30.0,13418469.68798142,1.0
0,7.0,31342488.0,4.0,20.0,945.0,7151123.055643694,34249715.02580234,1,2,7.0,32.85837203283836,500000.0,1.0
1,7.0,26094106.0,2.0,0.0,833.0,7962828.870285543,500000.0,0,2,9.0,32.24104012708362,4165729.5663186554,1.0
1,8.0,42124031.0,2.0,28.0,735.0,26808595.284142114,500000.0,2,1,4.0,30.0,1546331.2568639624,1.0
6,3.0,32480746.0,4.0,4.0,732.0,50963688.90681119,28402126.873264946,0,1,6.0,51.60089711151668,16019462.868866969,0.0
7,1.0,31351724.0,3.0,9.0,173.0,82626241.4166829,176544762.10972756,1,1,3.0,26.6172428613684,1049050.6299131587,0.0
7,11.0,749305.0,1.0,4.0,157.0,41245621.47082254,28565846.27362643,2,0,8.0,40.79408333643734,24625224.366151962,1.0
4,6.0,23097434.0,4.0,5.0,602.0,72216516.8240625,708779.28531502,2,0,7.0,66.19133359572426,500000.0,0.0
4,7.0,8142727.0,1.0,4.0,756.0,6845250.12983118,500000.0,1,0,7.0,90.6930976983666,21998574.662344974,0.0
0,10.0,12549469.0,2.0,11.0,384.0,93740560.9443294,2305408.1170773883,2,1,1.0,37.15624015067691,500000.0,1.0
3,3.0,44918521.0,1.0,24.0,808.0,97302830.5678748,500000.0,0,2,3.0,42.566146430507295,500000.0,1.0
7,10.0,12338521.0,2.0,1.0,32.0,99015326.12367009,36973917.42965247,2,0,5.0,37.47782249464829,500000.0,1.0
2,13.0,27917682.0,2.0,8.0,434.0,32841601.694370147,149120409.360287,1,2,3.0,30.0,44864125.59426518,1.0
2,14.0,34096098.0,4.0,16.0,753.0,69846309.64979842,1961416.5933086574,1,1,6.0,48.70774704089176,500000.0,1.0
3,7.0,27258748.0,1.0,5.0,143.0,13367380.437416948,500000.0,2,0,2.0,28.87655561529706,500000.0,0.0
3,1.0,13773924.0,2.0,6.0,340.0,66446621.506391786,58705332.588091634,1,1,5.0,68.38050974380482,42093615.37507448,0.0
3,6.0,33939304.0,1.0,10.0,590.0,30983114.69001721,35386574.15272405,1,1,3.0,63.11606295585645,17273470.667196587,0.0
4,9.0,24326388.0,3.0,2.0,133.0,80866909.27833857,500000.0,1,0,3.0,32.99008193801253,500000.0,0.0
5,1.0,19883917.0,4.0,26.0,458.0,43587342.8242138,97665433.30316013,1,2,2.0,37.38984943954472,57227972.972938076,1.0
6,9.0,22825461.0,3.0,11.0,532.0,60871793.00210441,5468400.840122192,0,0,3.0,50.35418125422085,13641745.511273535,0.0
3,7.0,34392535.0,3.0,5.0,785.0,40673694.83957773,500000.0,0,2,4.0,30.0,500000.0,1.0
6,4.0,32531769.0,1.0,4.0,346.0,59744413.5043511,58096368.20675642,2,0,5.0,69.8422942296679,18680003.12919402,0.0
7,3.0,28922268.0,4.0,4.0,474.0,43281959.73849251,500000.0,1,0,5.0,86.76358822891855,15018339.130393807,0.0
7,3.0,49532396.0,1.0,4.0,269.0,31992295.628806613,500000.0,2,2,6.0,63.00191426369951,500000.0,1.0
6,0.0,37080104.0,4.0,8.0,19.0,60712534.87551865,500000.0,1,2,2.0,33.71022224564624,6300496.21618212,1.0
3,9.0,9313264.0,2.0,10.0,180.0,46911393.97722897,27143665.79795452,2,0,7.0,62.81676908504057,500000.0,0.0
6,6.0,27121081.0,4.0,5.0,715.0,54298382.98289327,500000.0,1,0,9.0,30.0,45328522.858014315,1.0
1,6.0,27491245.0,1.0,19.0,754.0,113237698.97636536,6914835.502757488,1,0,8.0,30.0,500000.0,1.0
5,10.0,12658506.0,1.0,27.0,144.0,56546252.23114487,500000.0,1,2,8.0,79.37236783672016,69014396.84892379,1.0
7,2.0,21560419.0,3.0,3.0,624.0,4238868.3416620735,500000.0,0,1,6.0,53.291609210737285,10567958.258419698,0.0
4,7.0,26532414.0,1.0,5.0,26.0,74206105.40703596,500000.0,1,0,7.0,64.63550483387675,32349448.362034492,0.0
4,3.0,29026421.0,3.0,9.0,36.0,7333132.469770111,13886521.91411585,2,1,5.0,46.34474224839905,15171160.32148448,0.0
2,0.0,20655290.0,1.0,0.0,354.0,49196711.0860318,9954208.920060296,1,1,5.0,34.27504882735075,500000.0,1.0
3,2.0,23154384.0,3.0,1.0,677.0,5975678.143355546,500000.0,2,1,5.0,82.78897804953574,9736524.36982242,0.0
6,3.0,10104687.0,2.0,8.0,339.0,33132054.415245418,53391428.7968727,1,0,7.0,54.62481066699259,500000.0,0.0
7,7.0,1386354.0,4.0,9.0,210.0,13805882.262363732,500000.0,1,1,1.0,38.66314270543306,73516280.81937149,0.0
4,5.0,11254769.0,2.0,4.0,86.0,29097142.643804032,52455697.45284729,2,1,7.0,83.59069363632834,45425388.17989966,0.0
3,1.0,26873009.0,4.0,4.0,396.0,79476161.32076955,500000.0,2,0,6.0,30.0,21152672.457098853,1.0
3,4.0,34793258.0,1.0,2.0,665.0,36806394.85922784,83921911.11998072,1,1,1.0,64.35639380568615,17740233.072145864,0.0
3,1.0,3652808.0,2.0,8.0,628.0,66234293.81844112,15050401.223210804,1,0,2.0,52.70974473598542,20971821.672269754,0.0
2,5.0,12155392.0,4.0,22.0,805.0,54252146.63659364,500000.0,0,0,8.0,41.471715413870506,969663.1686369828,1.0
1,5.0,4950577.0,4.0,14.0,788.0,86382966.75662985,500000.0,0,1,1.0,83.76555955745107,10400381.554114647,1.0
6,9.0,16614708.0,1.0,11.0,394.0,15129051.488599764,75002901.2312139,1,0,5.0,55.8315111734756,2907925.3593680984,0.0
6,3.0,7050485.0,2.0,1.0,641.0,7583535.325529271,500000.0,2,1,2.0,38.86524065955735,5654919.874820947,0.0
7,4.0,25914208.0,3.0,3.0,328.0,6981701.966663715,14573296.934932236,1,0,4.0,48.49997442295928,13187999.49029272,0.0
7,0.0,10109243.0,3.0,27.0,431.0,70419564.29819074,33638636.49307622,2,1,9.0,51.00199083965561,3854259.834315355,1.0
6,6.0,19361297.0,2.0,9.0,18.0,50941409.75921576,47973832.14105352,2,0,4.0,50.63609288125311,14677849.15006571,0.0
7,6.0,41522455.0,1.0,26.0,482.0,40426931.1850428,18741311.647768483,1,2,2.0,30.0,7687637.967527027,1.0
